team,cp1,cp2,cp3,cp4,cp5,pl1,pl2,pl3,pl4,pl5,score,date,stage,title
IG,빅토르,렉사이,조이,바루스,탐 켄치,IG TheShy,IG Ning,IG Rookie,IG JackeyLove,IG Baolan,0,2019.05.17,2019 MSI,준결승 1일차 4세트
Team Liquid,케넨,스카너,럭스,카이사,갈리오,TL impact,TL Xmithie,TL Jensen,TL Doublelift,TL CoreJJ,1,2019.05.17,2019 MSI,준결승 1일차 4세트
G2 Esports,이렐리아,올라프,모르가나,소나,타릭,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,0,2019.05.18,2019 MSI,준결승 2일차 1세트
SK Telecom T1,케넨,자르반 4세,리산드라,이즈리얼,카르마,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,1,2019.05.18,2019 MSI,준결승 2일차 1세트
G2 Esports,니코,세주아니,아칼리,드레이븐,모르가나,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,1,2019.05.18,2019 MSI,준결승 2일차 2세트
SK Telecom T1,헤카림,바이,사일러스,자야,라칸,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,0,2019.05.18,2019 MSI,준결승 2일차 2세트
G2 Esports,블라디미르,자르반 4세,아지르,카이사,갈리오,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,0,2019.05.18,2019 MSI,준결승 2일차 3세트
SK Telecom T1,케넨,렉사이,사일러스,바루스,브라움,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,1,2019.05.18,2019 MSI,준결승 2일차 3세트
G2 Esports,나르,스카너,라이즈,바루스,브라움,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,1,2019.05.18,2019 MSI,준결승 2일차 4세트
SK Telecom T1,빅토르,렉사이,사일러스,애쉬,탐 켄치,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,0,2019.05.18,2019 MSI,준결승 2일차 4세트
G2 Esports,파이크,렉사이,리산드라,신드라,갈리오,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,1,2019.05.18,2019 MSI,준결승 2일차 5세트
SK Telecom T1,케넨,자르반 4세,르블랑,바루스,브라움,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,0,2019.05.18,2019 MSI,준결승 2일차 5세트
G2 Esports,스웨인,자르반 4세,모르가나,자야,라칸,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,1,2019.05.19,2019 MSI,결승전 1세트
Team Liquid,갱플랭크,스카너,오리아나,바루스,탐 켄치,TL impact,TL Xmithie,TL Jensen,TL Doublelift,TL CoreJJ,0,2019.05.19,2019 MSI,결승전 1세트
G2 Esports,파이크,렉사이,사일러스,바루스,쓰레쉬,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,1,2019.05.19,2019 MSI,결승전 2세트
Team Liquid,케넨,올라프,아칼리,애쉬,브라움,TL impact,TL Xmithie,TL Jensen,TL Doublelift,TL CoreJJ,0,2019.05.19,2019 MSI,결승전 2세트
G2 Esports,니코,자르반 4세,이렐리아,자야,라칸,G2 Wunder,G2 Jankos,G2 Caps,G2 PerkZ,G2 Mikyx,1,2019.05.19,2019 MSI,결승전 3세트
Team Liquid,블라디미르,세주아니,신드라,카이사,알리스타,TL impact,TL Xmithie,TL Jensen,TL Doublelift,TL CoreJJ,0,2019.05.19,2019 MSI,결승전 3세트
Jin Air GreenWings,라이즈,올라프,탈리야,이즈리얼,탐 켄치,Jin Air Lindarang,Jin Air Malrang,Jin Air Grace,Jin Air Route,Jin Air Kellin,0,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 1경기 1세트
kt Rolster,파이크,리 신,아칼리,칼리스타,노틸러스,KT Kingen,KT UmTi,KT BDD,kt PraY,KT SnowFlower,1,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 1경기 1세트
Jin Air GreenWings,니코,올라프,신드라,시비르,럭스,Jin Air Lindarang,Jin Air Malrang,Jin Air Grace,Jin Air Route,Jin Air Kellin,0,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 1경기 2세트
kt Rolster,사일러스,리 신,조이,자야,라칸,KT Kingen,KT UmTi,KT BDD,kt PraY,KT SnowFlower,1,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 1경기 2세트
DAMWON Gaming,피오라,세주아니,카밀,소나,탐 켄치,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,1,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 2경기 1세트
Gen.G Esports,아트록스,리 신,리산드라,이즈리얼,브라움,Gen G CuVee,Gen G Peanut,Gen G Kuzan,Gen G Ruler,Gen G Life,0,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 2경기 1세트
DAMWON Gaming,아트록스,렉사이,르블랑,시비르,쉔,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,0,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 2경기 2세트
Gen.G Esports,갱플랭크,스카너,사일러스,이즈리얼,브라움,Gen G CuVee,Gen G Peanut,Gen G Kuzan,Gen G Ruler,Gen G Life,1,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 2경기 2세트
DAMWON Gaming,블라디미르,그라가스,아트록스,카이사,럭스,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,0,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 2경기 3세트
Gen.G Esports,케넨,세주아니,리산드라,자야,라칸,Gen G CuVee,Gen G Peanut,Gen G Kuzan,Gen G Ruler,Gen G Life,1,2019.06.05,2019 LCK 섬머 정규 시즌,1일차 2경기 3세트
Hanwha Life Esports,블라디미르,자르반 4세,라이즈,애쉬,쓰레쉬,HLE Thal,HLE Moojin,HLE Lava,HLE Sangyoon,HLE Key,0,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 1경기 1세트
SANDBOX Gaming,사일러스,리 신,조이,바루스,탐 켄치,SBG Summit,SBG OnFleek,SBG Dove,SBG Ghost,SBG Joker,1,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 1경기 1세트
Hanwha Life Esports,라이즈,그라가스,야스오,자야,라칸,HLE Thal,HLE Bono,HLE Lava,HLE Sangyoon,HLE Key,0,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 1경기 2세트
SANDBOX Gaming,사일러스,렉사이,아칼리,바루스,탐 켄치,SBG Summit,SBG OnFleek,SBG Dove,SBG Ghost,SBG Joker,1,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 1경기 2세트
Afreeca Freecs,니코,리 신,아지르,자야,노틸러스,Afreeca Kiin,Afreeca Dread,Afreeca Ucal,Afreeca Aiming,Afreeca Senan,0,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 2경기 1세트
Griffin,제이스,세주아니,카밀,카이사,럭스,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 2경기 1세트
Afreeca Freecs,제이스,리 신,사일러스,베인,노틸러스,Afreeca Kiin,Afreeca Dread,Afreeca Ucal,Afreeca Aiming,Afreeca Senan,1,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 2경기 2세트
Griffin,요릭,세주아니,라이즈,시비르,갈리오,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,0,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 2경기 2세트
Afreeca Freecs,블라디미르,리 신,이렐리아,야스오,노틸러스,Afreeca Kiin,Afreeca Dread,Afreeca Ucal,Afreeca Aiming,Afreeca Senan,0,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 2경기 3세트
Griffin,제이스,세주아니,카밀,이즈리얼,럭스,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2019.06.06,2019 LCK 섬머 정규 시즌,2일차 2경기 3세트
Jin Air GreenWings,니코,렉사이,사일러스,자야,노틸러스,Jin Air Lindarang,Jin Air Malrang,Jin Air Grace,Jin Air Route,Jin Air Kellin,0,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 1경기 1세트
SK Telecom T1,라이즈,자르반 4세,아칼리,이즈리얼,브라움,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,1,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 1경기 1세트
Jin Air GreenWings,아트록스,스카너,리산드라,자야,럭스,Jin Air Lindarang,Jin Air Malrang,Jin Air Grace,Jin Air Route,Jin Air Kellin,1,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 1경기 2세트
SK Telecom T1,아칼리,렉사이,코르키,루시안,노틸러스,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,0,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 1경기 2세트
Jin Air GreenWings,아트록스,렉사이,카시오페아,자야,노틸러스,Jin Air Lindarang,Jin Air Malrang,Jin Air Grace,Jin Air Route,Jin Air Kellin,0,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 1경기 3세트
SK Telecom T1,케넨,스카너,사일러스,이즈리얼,라칸,SKT T1 Khan,SKT T1 Clid,SKT T1 Faker,SKT T1 Teddy,SKT T1 Mata,1,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 1경기 3세트
Gen.G Esports,니코,리 신,조이,이즈리얼,탐 켄치,Gen G CuVee,Gen G Peanut,Gen G Kuzan,Gen G Ruler,Gen G Life,0,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 2경기 1세트
KING-ZONE DragonX,사일러스,카서스,제이스,시비르,럭스,KZ Rascal,KZ Cuzz,KZ Naehyun,KZ Deft,KZ TusiN,1,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 2경기 1세트
Gen.G Esports,아트록스,스카너,리산드라,베인,유미,Gen G CuVee,Gen G Peanut,Gen G Kuzan,Gen G Ruler,Gen G Life,0,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 2경기 2세트
KING-ZONE DragonX,이렐리아,세주아니,니코,빅토르,파이크,KZ Rascal,KZ Cuzz,KZ Naehyun,KZ Deft,KZ TusiN,1,2019.06.07,2019 LCK 섬머 정규 시즌,3일차 2경기 2세트
Hanwha Life Esports,이렐리아,자르반 4세,르블랑,칼리스타,럭스,HLE SoHwan,HLE Bono,HLE Lava,HLE Sangyoon,HLE Key,1,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 1경기 1세트
kt Rolster,잭스,스카너,아칼리,이즈리얼,유미,KT Kingen,KT UmTi,KT BDD,KT PraY,KT SnowFlower,0,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 1경기 1세트
Hanwha Life Esports,라이즈,렉사이,피즈,바루스,탐 켄치,HLE SoHwan,HLE Bono,HLE Lava,HLE Sangyoon,HLE Key,1,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 1경기 2세트
kt Rolster,아트록스,스카너,탈리야,자야,파이크,KT Smeb,KT UmTi,KT BDD,KT PraY,KT SnowFlower,0,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 1경기 2세트
DAMWON Gaming,사일러스,올라프,아칼리,이즈리얼,탐 켄치,DWG Flame,DWG Punch,DWG ShowMaker,DWG Nuclear,DWG Hoit,0,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 2경기 1세트
Griffin,제이스,세주아니,라이즈,루시안,브라움,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 2경기 1세트
DAMWON Gaming,피오라,세주아니,카밀,시비르,탐 켄치,DWG Nuguri,DWG Canyon,DWG ShowMaker,DWG Nuclear,DWG BeryL,0,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 2경기 2세트
Griffin,아트록스,올라프,리산드라,이즈리얼,럭스,FIN Sword,FIN Tarzan,FIN Chovy,FIN Viper,FIN Lehends,1,2019.06.08,2019 LCK 섬머 정규 시즌,4일차 2경기 2세트
KING-ZONE DragonX,카밀,세주아니,라이즈,시비르,타릭,KZ Rascal,KZ Cuzz,KZ Naehyun,KZ Deft,KZ TusiN,1,2019.06.09,2019 LCK 섬머 정규 시즌,5일차 1경기 1세트
SANDBOX Gaming,제이스,아트록스,신드라,바루스,탐 켄치,SBG Summit,SBG OnFleek,SBG Dove,SBG Ghost,SBG Joker,0,2019.06.09,2019 LCK 섬머 정규 시즌,5일차 1경기 1세트
KING-ZONE DragonX,카밀,세주아니,니코,소나,갈리오,KZ Rascal,KZ Cuzz,KZ Naehyun,KZ Deft,KZ TusiN,1,2019.06.09,2019 LCK 섬머 정규 시즌,5일차 1경기 2세트
SANDBOX Gaming,이렐리아,올라프,아트록스,블라디미르,쉔,SBG Summit,SBG OnFleek,SBG Dove,SBG Ghost,SBG Joker,0,2019.06.09,2019 LCK 섬머 정규 시즌,5일차 1경기 2세트
